0,1,2
甲乙丙类总计,27433,317
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,18877,317
传染性非典型肺炎,0,0
艾滋病,1376,295
病毒性肝炎*,6760,9
甲型肝炎,138,0
乙型肝炎,4936,6
丙型肝炎,1518,3
丁型肝炎,1,0
戊型肝炎,126,0
未分型肝炎,41,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,8,0
流行性出血热,3,0
狂犬病,2,2
流行性乙型脑炎,6,1
登革热,0,0
炭疽,1,0
细菌性和阿米巴性痢疾,581,0
肺结核,6011,8
伤寒和副伤寒,35,0
流行性脑脊髓膜炎,0,0
百日咳,8,0
白喉,0,0
新生儿破伤风,1,0
猩红热,58,0
布鲁氏菌病,15,0
淋病,317,0
梅毒,3682,2
钩端螺旋体病,1,0
血吸虫病,0,0
疟疾,3,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,9,0
丙类传染病合计,8556,0
流行性感冒,662,0
流行性腮腺炎,716,0
风疹,6,0
急性出血性结膜炎,36,0
麻风病,4,0
斑疹伤寒,13,0
黑热病,0,0
包虫病,43,0
丝虫病,0,0
其它感染性腹泻病,5349,0
手足口病,1727,0
