0,1,2
甲乙丙类总计,29623,420
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,16158,419
传染性非典型肺炎,0,0
艾滋病,1808,398
病毒性肝炎*,5405,5
甲型肝炎,158,0
乙型肝炎,4147,3
丙型肝炎,943,2
丁型肝炎,0,0
戊型肝炎,94,1
未分型肝炎,63,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,10,0
流行性出血热,31,1
狂犬病,3,2
流行性乙型脑炎,5,0
登革热,2,0
炭疽,9,0
细菌性和阿米巴性痢疾,287,0
肺结核,5674,11
伤寒和副伤寒,32,1
流行性脑脊髓膜炎,0,0
百日咳,24,0
白喉,0,0
新生儿破伤风,0,0
猩红热,167,0
布鲁氏菌病,7,0
淋病,291,0
梅毒,2372,1
钩端螺旋体病,9,0
血吸虫病,0,0
疟疾,22,0
人感染H7N9禽流感,0,0
丙类传染病合计,13465,1
流行性感冒,2297,0
流行性腮腺炎,1666,0
风疹,5,0
急性出血性结膜炎,41,0
麻风病,8,0
斑疹伤寒,10,0
黑热病,3,0
包虫病,148,0
丝虫病,0,0
其他感染性腹泻病,4638,1
手足口病,4649,0
