0,1,2
甲乙丙类总计,24913,97
甲乙类传染病合计,13828,97
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,283,86
病毒性肝炎*,5068,1
甲型肝炎,115,0
乙型肝炎,4046,1
丙型肝炎,758,0
丁型肝炎,2,0
戊型肝炎,83,0
未分型肝炎,64,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,224,0
流行性出血热,7,0
狂犬病,1,5
流行性乙型脑炎,0,1
登革热,4,0
炭疽,0,0
细菌性和阿米巴性痢疾,274,0
肺结核,5698,3
伤寒和副伤寒,26,0
流行性脑脊髓膜炎,1,0
百日咳,21,0
白喉,0,0
新生儿破伤风,0,0
猩红热,150,0
布鲁氏菌病,3,0
淋病,239,0
梅毒,1808,1
钩端螺旋体病,1,0
血吸虫病,0,0
疟疾,18,0
人感染H7N9禽流感,2,0
丙类传染病合计,11085,0
流行性感冒,128,0
流行性腮腺炎,556,0
风疹,39,0
急性出血性结膜炎,18,0
麻风病,12,0
斑疹伤寒,9,0
黑热病,0,0
包虫病,128,0
丝虫病,0,0
其他感染性腹泻病,4073,0
手足口病,6122,0
