0,1,2
甲乙丙类总计,28881,386
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,19220,386
传染性非典,0,0
艾滋病,1324,368
病毒性肝炎*,7508,9
甲肝,91,1
乙肝,5628,3
丙肝,1605,5
丁肝,5,0
戊肝,118,0
肝炎（未分型）,61,0
"脊
灰",0,0
人感染高致病性禽流感,0,0
"麻
疹",7,0
"出
血热",12,0
"狂
犬病",0,0
乙脑,0,0
登革热,0,0
"炭
疽",1,0
细菌和阿米巴痢疾,306,0
肺结核,6088,9
伤寒+副伤寒,40,0
"流
脑",,0
"百
日咳",36,0
"白
喉",,0
新生儿破伤风,,0
"猩
红热",97,0
"布
病",19,0
"淋
病",341,0
"梅
毒",3391,0
"钩
体病",,0
血吸虫病,,0
疟疾,3,0
人感染H7N9禽流感,,0
新型冠状病毒感染的肺炎***,47,0
丙类传染病合计,9661,0
流行性感冒,493,0
流行性腮腺炎,519,0
风疹,3,0
急性出血性结膜炎,29,0
麻风病,10,0
斑疹伤寒,5,0
黑热病,0,0
包虫病,101,0
丝虫病,0,0
其它感染性腹泻病,6423,0
手足口病,2078,0
