0,1,2
病名,发病数,死亡数**
甲乙丙类总计,30043,261
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,16771,261
传染性非典型肺炎,0,0
艾滋病,991,246
病毒性肝炎*,5660,2
甲型肝炎,141,0
乙型肝炎,4286,1
丙型肝炎,1050,1
丁型肝炎,4,0
戊型肝炎,112,0
未分型肝炎,67,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,21,0
流行性出血热,38,0
狂犬病,1,0
流行性乙型脑炎,1,0
登革热,0,0
炭疽,5,0
细菌性和阿米巴性痢疾,557,0
肺结核,6045,12
伤寒和副伤寒,33,0
流行性脑脊髓膜炎,2,0
百日咳,123,1
白喉,0,0
新生儿破伤风,0,0
猩红热,290,0
布鲁氏菌病,14,0
淋病,299,0
梅毒,2677,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,14,0
人感染H7N9禽流感,0,0
丙类传染病合计,13272,0
流行性感冒,131,0
流行性腮腺炎,1922,0
风疹,5,0
急性出血性结膜炎,64,0
麻风病,6,0
斑疹伤寒,8,0
黑热病,1,0
包虫病,55,0
丝虫病,0,0
其他感染性腹泻病,2915,0
手足口病,8165,0
