0,1,2
甲乙丙类总计,29715,312
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,17425,311
传染性非典,0,0
艾滋病,1221,284
病毒性肝炎*,6377,4
甲肝,117,0
乙肝,4718,3
丙肝,1386,0
丁肝,2,0
戊肝,117,0
肝炎（未分型）,37,1
"脊
灰",0,0
人感染高致病性禽流感,0,0
"麻
疹",5,0
"出
血热",1,0
"狂
犬病",2,3
乙脑,7,1
登革热,0,0
"炭
疽",1,0
细菌和阿米巴痢疾,438,0
肺结核,5338,15
伤寒+副伤寒,53,0
"流
脑",0,0
"百
日咳",20,0
"白
喉",0,0
新生儿破伤风,0,1
"猩
红热",47,0
"布
病",16,0
"淋
病",359,0
"梅
毒",3460,0
"钩
体病",38,3
血吸虫病,0,0
疟疾,4,0
人感染H7N9禽流感,0,0
新型冠状病毒感染的肺炎***,38,0
丙类传染病合计,12290,1
流行性感冒,911,0
流行性腮腺炎,956,0
风疹,7,0
急性出血性结膜炎,34,0
麻风病,5,0
斑疹伤寒,21,0
黑热病,1,0
包虫病,81,1
丝虫病,0,0
其它感染性腹泻病,4325,0
手足口病,5949,0
