0,1,2
病名,发病数,死亡数**
甲乙丙类总计,29863,255
甲乙类传染病合计,17060,255
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,1164,235
病毒性肝炎*,5504,4
甲型肝炎,181,0
乙型肝炎,4157,3
丙型肝炎,965,1
丁型肝炎,2,0
戊型肝炎,123,0
未分型肝炎,76,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,32,0
流行性出血热,16,0
狂犬病,3,3
流行性乙型脑炎,2,0
登革热,1,0
炭疽,3,0
细菌性和阿米巴性痢疾,735,0
肺结核,6158,10
伤寒和副伤寒,24,0
流行性脑脊髓膜炎,1,0
百日咳,49,0
白喉,0,0
新生儿破伤风,0,0
猩红热,358,0
布鲁氏菌病,11,0
淋病,285,0
梅毒,2677,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,34,0
人感染H7N9禽流感,3,3
丙类传染病合计,12803,0
流行性感冒,247,0
流行性腮腺炎,1404,0
风疹,10,0
急性出血性结膜炎,106,0
麻风病,7,0
斑疹伤寒,8,0
黑热病,3,0
包虫病,59,0
丝虫病,0,0
其他感染性腹泻病,3124,0
手足口病,7835,0
