0,1,2
甲乙丙类总计,70196,410
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,36774,409
传染性非典型肺炎,0,0
艾滋病,1225,387
病毒性肝炎*,9715,2
甲型肝炎,63,0
乙型肝炎,7637,1
丙型肝炎,1899,1
丁型肝炎,3,0
戊型肝炎,99,0
未分型肝炎,14,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,2,0
流行性出血热,15,0
狂犬病,2,1
流行性乙型脑炎,0,0
登革热,0,0
炭疽,1,0
细菌性和阿米巴性痢疾,187,0
肺结核,5173,16
伤寒和副伤寒,14,0
流行性脑脊髓膜炎,0,0
百日咳,23,0
白喉,0,0
新生儿破伤风,0,0
猩红热,21,0
布鲁氏菌病,26,0
淋病,250,0
梅毒,3416,0
钩端螺旋体病,0,0
血吸虫病,1,0
疟疾,12,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,16691,3
丙类传染病合计,33422,1
流行性感冒,27261,0
流行性腮腺炎,267,0
风疹,4,0
急性出血性结膜炎,19,0
麻风病,5,0
斑疹伤寒,14,0
黑热病,1,1
包虫病,48,0
丝虫病,0,0
其它感染性腹泻病,5547,0
手足口病,256,0
