0,1,2
甲乙丙类总计,29607,235
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,15778,234
传染性非典型肺炎,0,0
艾滋病,470,209
病毒性肝炎*,5845,8
甲型肝炎,129,0
乙型肝炎,4582,5
丙型肝炎,977,3
丁型肝炎,1,0
戊型肝炎,113,0
未分型肝炎,43,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,8,0
流行性出血热,19,0
狂犬病,3,3
流行性乙型脑炎,2,0
登革热,0,0
炭疽,4,0
细菌性和阿米巴性痢疾,269,0
肺结核,6066,14
伤寒和副伤寒,33,0
流行性脑脊髓膜炎,1,0
百日咳,27,0
白喉,0,0
新生儿破伤风,0,0
猩红热,115,0
布鲁氏菌病,7,0
淋病,289,0
梅毒,2594,0
钩端螺旋体病,2,0
血吸虫病***,1,0
疟疾,23,0
人感染H7N9禽流感,0,0
丙类传染病合计,13829,1
流行性感冒,3327,0
流行性腮腺炎,1478,0
风疹,3,0
急性出血性结膜炎,38,0
麻风病,7,0
斑疹伤寒,6,0
黑热病,0,0
包虫病,111,0
丝虫病,0,0
其他感染性腹泻病,6697,0
手足口病,2162,1
