0,1,2
甲乙丙类总计,87773,389
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,62752,388
传染性非典型肺炎,0,0
艾滋病,910,338
病毒性肝炎*,11323,24
甲型肝炎,83,0
乙型肝炎,9197,3
丙型肝炎,1856,21
丁型肝炎,3,0
戊型肝炎,170,0
未分型肝炎,14,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,3,0
流行性出血热,19,0
狂犬病,1,1
流行性乙型脑炎,0,0
登革热,2,0
炭疽,7,0
细菌性和阿米巴性痢疾,308,0
肺结核,4822,25
伤寒和副伤寒,26,0
流行性脑脊髓膜炎,0,0
百日咳,53,0
白喉,0,0
新生儿破伤风,0,0
猩红热,163,0
布鲁氏菌病,44,0
淋病,317,0
梅毒,4372,0
钩端螺旋体病,0,0
血吸虫病,3,0
疟疾,13,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,40366,0
丙类传染病合计,25021,1
流行性感冒,3389,1
流行性腮腺炎,824,0
风疹,6,0
急性出血性结膜炎,33,0
麻风病,1,0
斑疹伤寒,8,0
黑热病,1,0
包虫病,48,0
丝虫病,0,0
其它感染性腹泻病,6805,0
手足口病,13906,0
