0,1,2
甲乙丙类总计,319338,341
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,28044,340
传染性非典型肺炎,0,0
艾滋病,705,279
病毒性肝炎*,16358,31
甲型肝炎,92,0
乙型肝炎,13699,3
丙型肝炎,2361,28
丁型肝炎,2,0
戊型肝炎,187,0
未分型肝炎,17,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,5,0
流行性出血热,13,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,3,0
炭疽,5,0
细菌性和阿米巴性痢疾,194,0
肺结核,4183,30
伤寒和副伤寒,20,0
流行性脑脊髓膜炎,1,0
百日咳,108,0
白喉,0,0
新生儿破伤风,0,0
猩红热,213,0
布鲁氏菌病,24,0
淋病,392,0
梅毒,4913,0
钩端螺旋体病,1,0
血吸虫病,5,0
疟疾,24,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,867,0
猴痘,10,0
丙类传染病合计,291294,1
流行性感冒,279908,1
流行性腮腺炎,462,0
风疹,3,0
急性出血性结膜炎,62,0
麻风病,3,0
斑疹伤寒,13,0
黑热病,4,0
包虫病,84,0
丝虫病,0,0
其它感染性腹泻病,6025,0
手足口病,4730,0
