0,1,2
甲乙丙类总计,135491,359
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,29981,359
传染性非典型肺炎,0,0
艾滋病,687,289
病毒性肝炎*,16548,53
甲型肝炎,88,0
乙型肝炎,13972,5
丙型肝炎,2282,48
丁型肝炎,2,0
戊型肝炎,188,0
未分型肝炎,16,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,2,0
流行性出血热,13,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,4,0
炭疽,7,0
细菌性和阿米巴性痢疾,191,0
肺结核,4247,17
伤寒和副伤寒,29,0
流行性脑脊髓膜炎,2,0
百日咳,71,0
白喉,0,0
新生儿破伤风,0,0
猩红热,173,0
布鲁氏菌病,26,0
淋病,455,0
梅毒,5276,0
钩端螺旋体病,2,0
血吸虫病,2,0
疟疾,16,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,2226,0
猴痘,4,0
丙类传染病合计,105510,0
流行性感冒,87500,0
流行性腮腺炎,542,0
风疹,2,0
急性出血性结膜炎,55,0
麻风病,1,0
斑疹伤寒,11,0
黑热病,0,0
包虫病,120,0
丝虫病,0,0
其它感染性腹泻病,6531,0
手足口病,10748,0
