0,1,2
病名,发病数,死亡数**
甲乙丙类总计,76948,339
甲类传染病合计,0,0
鼠疫,0,0
霍乱***,1,0
乙类传染病合计,17085,339
传染性非典型肺炎,0,0
艾滋病,1831,326
病毒性肝炎*,5778,2
甲型肝炎,114,0
乙型肝炎,4318,2
丙型肝炎,1203,0
丁型肝炎,0,0
戊型肝炎,115,0
未分型肝炎,28,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,8,0
流行性出血热,4,0
狂犬病,1,2
流行性乙型脑炎,0,0
登革热,18,0
炭疽,10,0
细菌性和阿米巴性痢疾,336,0
肺结核,5121,7
伤寒和副伤寒,24,0
流行性脑脊髓膜炎,0,0
百日咳,90,0
白喉,0,0
新生儿破伤风,0,0
猩红热,205,0
布鲁氏菌病,3,0
淋病,234,0
梅毒,3406,2
钩端螺旋体病,1,0
血吸虫病,1,0
疟疾,14,0
人感染H7N9禽流感,0,0
丙类传染病合计,59862,0
流行性感冒,47227,0
流行性腮腺炎,1332,0
风疹,41,0
急性出血性结膜炎,79,0
麻风病,6,0
斑疹伤寒,8,0
黑热病,1,0
包虫病,47,0
丝虫病,0,0
其它感染性腹泻病,2101,0
手足口病,9020,0
