0,1,2
甲乙丙类总计,41155,371
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,17634,370
传染性非典型肺炎,0,0
艾滋病,1778,355
病毒性肝炎*,5435,4
甲型肝炎,221,1
乙型肝炎,3848,2
丙型肝炎,1145,0
丁型肝炎,3,0
戊型肝炎,154,1
未分型肝炎,64,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,14,0
流行性出血热,7,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,27,0
炭疽,9,0
细菌性和阿米巴性痢疾,618,0
肺结核,5559,11
伤寒和副伤寒,34,0
流行性脑脊髓膜炎,0,0
百日咳,268,0
白喉,0,0
新生儿破伤风,0,0
猩红热,273,0
布鲁氏菌病,16,0
淋病,228,0
梅毒,3358,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,10,0
人感染H7N9禽流感,0,0
丙类传染病合计,23521,1
流行性感冒,1249,0
流行性腮腺炎,2197,0
风疹,381,1
急性出血性结膜炎,64,0
麻风病,3,0
斑疹伤寒,5,0
黑热病,0,0
包虫病,42,0
丝虫病,0,0
其它感染性腹泻病,3477,0
手足口病,16103,0
