0,1,2
甲乙丙类总计,28278,344
甲类传染病合计,1,0
鼠疫,0,0
霍乱,1,0
乙类传染病合计,17097,343
传染性非典型肺炎,0,0
艾滋病,525,306
病毒性肝炎*,7047,4
甲型肝炎,66,0
乙型肝炎,5502,2
丙型肝炎,1389,2
丁型肝炎,0,0
戊型肝炎,81,0
未分型肝炎,9,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,3,0
流行性出血热,15,0
狂犬病,0,0
流行性乙型脑炎,5,0
登革热,0,0
炭疽,2,0
细菌性和阿米巴性痢疾,182,0
肺结核,3875,31
伤寒和副伤寒,35,0
流行性脑脊髓膜炎,0,0
百日咳,117,0
白喉,0,0
新生儿破伤风,0,0
猩红热,38,0
布鲁氏菌病,26,0
淋病,213,0
梅毒,3069,2
钩端螺旋体病,4,0
血吸虫病,0,0
疟疾,10,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎***,1931,0
丙类传染病合计,11180,1
流行性感冒,6218,0
流行性腮腺炎,677,0
风疹,6,0
急性出血性结膜炎,29,0
麻风病,0,0
斑疹伤寒,12,0
黑热病,0,0
包虫病,37,0
丝虫病,0,0
其它感染性腹泻病,3942,1
手足口病,259,0
