0,1,2
甲乙丙类总计,26806,183
甲乙类传染病合计,17631,183
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,788,164
病毒性肝炎*,6254,2
甲型肝炎,171,0
乙型肝炎,4717,1
丙型肝炎,1158,1
丁型肝炎,2,0
戊型肝炎,137,0
未分型肝炎,69,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,266,0
流行性出血热,18,0
狂犬病,1,1
流行性乙型脑炎,0,0
登革热,0,0
炭疽,1,0
细菌性和阿米巴性痢疾,308,0
肺结核,7135,12
伤寒和副伤寒,16,0
流行性脑脊髓膜炎,1,1
百日咳,27,0
白喉,0,0
新生儿破伤风,0,0
猩红热,132,0
布鲁氏菌病,4,0
淋病,281,0
梅毒,2387,0
钩端螺旋体病,1,0
血吸虫病,0,0
疟疾,8,0
人感染H7N9禽流感,3,3
丙类传染病合计,9175,0
流行性感冒,435,0
流行性腮腺炎,765,0
风疹,5,0
急性出血性结膜炎,47,0
麻风病,11,0
斑疹伤寒,4,0
黑热病,5,0
包虫病,115,0
丝虫病,0,0
其他感染性腹泻病,2391,0
手足口病,5397,0
