0,1,2
病名,发病数,死亡数**
甲乙丙类总计,48742,374
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,18702,374
传染性非典型肺炎,0,0
艾滋病,1592,345
病毒性肝炎*,6046,3
甲型肝炎,158,0
乙型肝炎,4458,3
丙型肝炎,1218,0
丁型肝炎,2,0
戊型肝炎,159,0
未分型肝炎,51,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,14,0
流行性出血热,9,0
狂犬病,3,3
流行性乙型脑炎,0,0
登革热,18,0
炭疽,2,0
细菌性和阿米巴性痢疾,413,0
肺结核,6622,22
伤寒和副伤寒,27,0
流行性脑脊髓膜炎,2,0
百日咳,249,0
白喉,0,0
新生儿破伤风,0,0
猩红热,165,0
布鲁氏菌病,7,0
淋病,216,0
梅毒,3304,1
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,13,0
人感染H7N9禽流感,0,0
丙类传染病合计,30040,0
流行性感冒,13553,0
流行性腮腺炎,1620,0
风疹,717,0
急性出血性结膜炎,67,0
麻风病,4,0
斑疹伤寒,2,0
黑热病,0,0
包虫病,77,0
丝虫病,0,0
其它感染性腹泻病,2770,0
手足口病,11230,0
