0,1,2
病名,发病数,死亡数**
甲乙丙类总计,27576,177
甲乙类传染病合计,16492,177
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,864,161
病毒性肝炎*,5618,3
甲型肝炎,185,0
乙型肝炎,4285,2
丙型肝炎,987,1
丁型肝炎,1,0
戊型肝炎,104,0
未分型肝炎,56,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,41,0
流行性出血热,24,0
狂犬病,2,2
流行性乙型脑炎,41,0
登革热,8,0
炭疽,3,0
细菌性和阿米巴性痢疾,706,0
肺结核,6036,11
伤寒和副伤寒,52,0
流行性脑脊髓膜炎,0,0
百日咳,54,0
白喉,0,0
新生儿破伤风,1,0
猩红热,167,0
布鲁氏菌病,14,0
淋病,320,0
梅毒,2516,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,25,0
人感染H7N9禽流感,0,0
丙类传染病合计,11084,0
流行性感冒,174,0
流行性腮腺炎,1116,0
风疹,2,0
急性出血性结膜炎,98,0
麻风病,7,0
斑疹伤寒,4,0
黑热病,1,0
包虫病,94,0
丝虫病,0,0
其他感染性腹泻病,3600,0
手足口病,5988,0
