0,1,2
甲乙丙类总计,45233,262
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,14954,258
传染性非典,0,0
艾滋病,515,238
病毒性肝炎,5411,3
甲肝,123,0
乙肝,4039,2
丙肝,1108,1
丁肝,3,0
戊肝,102,0
肝炎（未分型）,36,0
"脊
灰",0,0
人感染高致病性禽流感,0,0
"麻
疹",16,0
"出
血热",2,0
"狂
犬病",2,2
乙脑,0,1
登革热,1,0
"炭
疽",4,0
细菌和阿米巴痢疾,287,1
肺结核,5201,9
伤寒+副伤寒,22,0
"流
脑",0,0
"百
日咳",64,0
"白
喉",0,0
新生儿破伤风,1,0
"猩
红热",100,0
"布
病",7,0
"淋
病",236,0
"梅
毒",2877,4
"钩
体病",1,0
血吸虫病,0,0
疟疾,24,0
人感染H7N9禽流感,0,0
新冠肺炎,182,0
丙类传染病合计,30279,4
流行性感冒,21037,1
流行性腮腺炎,927,1
风疹,62,0
急性出血性结膜炎,45,0
麻风病,4,0
斑疹伤寒,3,0
黑热病,0,0
包虫病,57,0
丝虫病,0,0
其它感染性腹泻病,3852,2
手足口病,4292,0
