0,1,2
甲乙丙类总计,66557,361
甲类传染病合计,1,0
鼠疫,0,0
霍乱,1,0
乙类传染病合计,31537,361
传染性非典型肺炎,0,0
艾滋病,779,328
病毒性肝炎*,13706,14
甲型肝炎,86,0
乙型肝炎,11273,3
丙型肝炎,2098,11
丁型肝炎,0,0
戊型肝炎,219,0
未分型肝炎,30,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,5,0
流行性出血热,26,0
狂犬病,0,0
流行性乙型脑炎,4,0
登革热,3,0
炭疽,15,0
细菌性和阿米巴性痢疾,290,0
肺结核,4978,18
伤寒和副伤寒,35,0
流行性脑脊髓膜炎,0,0
百日咳,51,0
白喉,0,0
新生儿破伤风,0,0
猩红热,120,0
布鲁氏菌病,53,0
淋病,414,0
梅毒,4813,1
钩端螺旋体病,1,0
血吸虫病,0,0
疟疾,13,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,6231,0
丙类传染病合计,35019,0
流行性感冒,2009,0
流行性腮腺炎,564,0
风疹,1,0
急性出血性结膜炎,45,0
麻风病,6,0
斑疹伤寒,12,0
黑热病,1,0
包虫病,81,0
丝虫病,0,0
其它感染性腹泻病,8563,0
手足口病,23737,0
