,0,1,2
0,疾病病种,本期发病数,本期死亡数
1,甲乙丙类传染病总计,34309,41
2,甲乙类传染病合计,14691,40
3,鼠疫,0,0
4,霍乱,0,0
5,传染性非典型肺炎,0,0
6,艾滋病,87,28
7,病毒性肝炎,7295,0
8,甲型肝炎,45,0
9,乙型肝炎,6026,0
10,丙型肝炎,906,0
11,丁型肝炎,5,0
12,戊型肝炎,122,0
13,肝炎未分型,191,0
14,脊髓灰质炎,0,0
15,人感染高致病性禽流感,0,0
16,麻疹,4,0
17,出血热,4,1
18,狂犬病,4,4
19,流行性乙型脑炎,3,0
20,登革热,12,0
21,炭疽,0,0
22,痢疾,535,0
23,肺结核,3395,7
24,伤寒和副伤寒,11,0
25,流行性脑脊髓膜炎,0,0
26,百日咳,50,0
27,白喉,0,0
28,新生儿破伤风,0,0
29,猩红热,61,0
30,布鲁氏菌病,10,0
31,淋病,367,0
32,梅毒,2840,0
33,钩端螺旋体病,3,0
34,血吸虫病,2,0
35,疟疾,8,0
36,人感染H7N9禽流感,0,0
37,丙类传染病合计,19618,1
38,流行性感冒,1480,0
39,流行性腮腺炎,1094,0
40,风疹,33,0
41,急性出血性结膜炎,446,0
42,麻风病,1,0
43,斑疹伤寒,6,0
44,黑热病,0,0
45,包虫病,1,0
46,丝虫病,0,0
47,其它感染性腹泻病,12372,0
48,手足口病,4185,1
