,0,1,2
0,疾病病种,本期发病数,本期死亡数
1,甲乙丙类传染病总计,31161,31
2,甲乙类传染病合计,13776,31
3,鼠疫,0,0
4,霍乱,0,0
5,传染性非典型肺炎,0,0
6,艾滋病,138,22
7,病毒性肝炎,6554,0
8,甲型肝炎,53,0
9,乙型肝炎,5321,0
10,丙型肝炎,944,0
11,丁型肝炎,1,0
12,戊型肝炎,95,0
13,肝炎未分型,140,0
14,脊髓灰质炎,0,0
15,人感染高致病性禽流感,0,0
16,麻疹,5,0
17,出血热,4,1
18,狂犬病,1,1
19,流行性乙型脑炎,0,0
20,登革热,17,0
21,炭疽,0,0
22,痢疾,445,0
23,肺结核,3268,7
24,伤寒和副伤寒,21,0
25,流行性脑脊髓膜炎,0,0
26,百日咳,28,0
27,白喉,0,0
28,新生儿破伤风,0,0
29,猩红热,74,0
30,布鲁氏菌病,8,0
31,淋病,301,0
32,梅毒,2889,0
33,钩端螺旋体病,7,0
34,血吸虫病,2,0
35,疟疾,14,0
36,人感染H7N9禽流感,0,0
37,丙类传染病合计,17385,0
38,流行性感冒,1635,0
39,流行性腮腺炎,994,0
40,风疹,27,0
41,急性出血性结膜炎,325,0
42,麻风病,0,0
43,斑疹伤寒,16,0
44,黑热病,0,0
45,包虫病,2,0
46,丝虫病,0,0
47,其它感染性腹泻病,9462,0
48,手足口病,4924,0
