,0,1,2
0,疾病病种,本期发病数,本期死亡数
1,甲乙丙类传染病总计,42142,57
2,甲乙类传染病合计,18074,57
3,鼠疫,0,0
4,霍乱,2,0
5,传染性非典型肺炎,0,0
6,艾滋病,84,39
7,病毒性肝炎,11265,7
8,甲型肝炎,38,0
9,乙型肝炎,10261,1
10,丙型肝炎,732,6
11,丁型肝炎,1,0
12,戊型肝炎,160,0
13,肝炎未分型,73,0
14,脊灰,0,0
15,人感染高致病性禽流感,0,0
16,麻疹,5,0
17,出血热,5,0
18,狂犬病,1,2
19,流行性乙型脑炎,0,0
20,登革热,7,0
21,炭疽,0,0
22,痢疾,114,0
23,肺结核,2351,9
24,伤寒和副伤寒,20,0
25,流脑,0,0
26,百日咳,16,0
27,白喉,0,0
28,新生儿破伤风,0,0
29,猩红热,45,0
30,布病,31,0
31,淋病,382,0
32,梅毒,3171,0
33,钩端螺旋体病,2,0
34,血吸虫病,0,0
35,疟疾,7,0
36,人感染H7N9禽流感,0,0
37,新型冠状病毒感染,566,0
38,猴痘,0,0
39,丙类传染病合计,24068,0
40,流行性感冒,11477,0
41,流行性腮腺炎,453,0
42,风疹,1,0
43,急性出血性结膜炎,307,0
44,麻风病,0,0
45,斑疹伤寒,19,0
46,黑热病,0,0
47,包虫病,0,0
48,丝虫病,0,0
49,其他感染性腹泻病,7393,0
50,手足口病,4418,0
