0,1,2
甲乙丙类总计,31328,335
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,15795,335
传染性非典,0,0
艾滋病,971,319
病毒性肝炎*,6470,5
甲肝,102,0
乙肝,4847,3
丙肝,1375,2
丁肝,0,0
戊肝,120,0
肝炎（未分型）,26,0
"脊
灰",0,0
人感染高致病性禽流感,0,0
"麻
疹",9,0
"出
血热",15,0
"狂
犬病",2,4
乙脑,0,0
登革热,2,0
"炭
疽",2,0
痢疾,282,0
肺结核,4493,6
伤寒+副伤寒,36,0
"流
脑",0,0
"百
日咳",17,0
"白
喉",0,0
新生儿破伤风,0,0
"猩
红热",114,0
"布
病",4,0
"淋
病",333,0
"梅
毒",2979,1
"钩
体病",14,0
血吸虫病,0,0
细菌和阿米巴疟疾,7,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,45,0
丙类传染病合计,15533,0
流行性感冒,1034,0
流行性腮腺炎,622,0
风疹,7,0
急性出血性结膜炎,34,0
麻风病,3,0
斑疹伤寒,6,0
黑热病,1,0
包虫病,64,0
丝虫病,0,0
其它感染性腹泻病,3192,0
手足口病,10570,0
