0,1,2
病名,发病数,死亡数**
甲乙丙类总计,31996,302
甲乙类传染病合计,15234,301
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,1217,282
病毒性肝炎*,5162,1
甲型肝炎,163,0
乙型肝炎,3884,1
丙型肝炎,947,0
丁型肝炎,2,0
戊型肝炎,88,0
未分型肝炎,78,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,87,0
流行性出血热,9,0
狂犬病,1,1
流行性乙型脑炎,2,0
登革热,5,0
炭疽,4,0
细菌性和阿米巴性痢疾,312,0
肺结核,5787,17
伤寒和副伤寒,22,0
流行性脑脊髓膜炎,0,0
百日咳,12,0
白喉,0,0
新生儿破伤风,0,0
猩红热,150,0
布鲁氏菌病,3,0
淋病,270,0
梅毒,2154,0
钩端螺旋体病,21,0
血吸虫病,0,0
疟疾,16,0
人感染H7N9禽流感,0,0
丙类传染病合计,16762,1
流行性感冒,529,0
流行性腮腺炎,822,0
风疹,5,0
急性出血性结膜炎,43,0
麻风病,7,0
斑疹伤寒,24,0
黑热病,0,0
包虫病,177,0
丝虫病,0,0
其他感染性腹泻病,1694,0
手足口病,13461,1
