0,1,2
甲乙丙类总计,76094,551
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,71259,550
传染性非典型肺炎,0,0
艾滋病,489,494
病毒性肝炎*,6442,6
甲型肝炎,45,0
乙型肝炎,4810,3
丙型肝炎,1527,3
丁型肝炎,1,0
戊型肝炎,50,0
未分型肝炎,9,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,3,0
流行性出血热,5,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,10,0
细菌性和阿米巴性痢疾,195,0
肺结核,4045,23
伤寒和副伤寒,8,0
流行性脑脊髓膜炎,0,0
百日咳,25,0
白喉,0,0
新生儿破伤风,0,0
猩红热,21,0
布鲁氏菌病,15,0
淋病,188,0
梅毒,2602,1
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,14,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,57202,26
丙类传染病合计,4835,1
流行性感冒,1371,1
流行性腮腺炎,156,0
风疹,4,0
急性出血性结膜炎,19,0
麻风病,0,0
斑疹伤寒,9,0
黑热病,1,0
包虫病,82,0
丝虫病,0,0
其它感染性腹泻病,3032,0
手足口病,161,0
