0,1,2
病名,发病数,死亡数**
甲乙丙类总计,23081,240
甲乙类传染病合计,15893,240
鼠疫,0,0
霍乱,1,0
传染性非典型肺炎,0,0
艾滋病,896,228
病毒性肝炎*,5410,0
甲型肝炎,223,0
乙型肝炎,4100,0
丙型肝炎,935,0
丁型肝炎,4,0
戊型肝炎,84,0
未分型肝炎,64,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,7,0
流行性出血热,19,0
狂犬病,1,1
流行性乙型脑炎,26,2
登革热,5,0
炭疽,7,0
细菌性和阿米巴性痢疾,585,0
肺结核,5636,8
伤寒和副伤寒,56,0
流行性脑脊髓膜炎,0,0
百日咳,59,0
白喉,0,0
新生儿破伤风,0,0
猩红热,77,0
布鲁氏菌病,7,0
淋病,325,0
梅毒,2749,1
钩端螺旋体病,10,0
血吸虫病,0,0
疟疾,17,0
人感染H7N9禽流感,0,0
丙类传染病合计,7188,0
流行性感冒,436,0
流行性腮腺炎,910,0
风疹,2,0
急性出血性结膜炎,65,0
麻风病,4,0
斑疹伤寒,15,0
黑热病,2,0
包虫病,90,0
丝虫病,0,0
其它感染性腹泻病,2838,0
手足口病,2826,0
