0,1,2
甲乙丙类总计,32325,268
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,17232,268
传染性非典,0,0
艾滋病,892,258
病毒性肝炎*,6712,4
甲肝,61,0
乙肝,4957,4
丙肝,1557,0
丁肝,5,0
戊肝,115,0
肝炎（未分型）,17,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,29,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,4,0
细菌和阿米巴痢疾,367,0
肺结核,5236,6
伤寒+副伤寒,39,0
流脑,1,0
百日咳,89,0
白喉,0,0
新生儿破伤风,0,0
猩红热,272,0
布病,25,0
淋病,288,0
梅毒,3224,0
钩体病,0,0
血吸虫病,1,0
疟疾,10,0
人感染H7N9禽流感,0,0
新型冠状病毒感染的肺炎***,43,0
,,
丙类传染病合计,15093,0
流行性感冒,902,0
流行性腮腺炎,789,0
风疹,11,0
急性出血性结膜炎,42,0
麻风病,1,0
斑疹伤寒,8,0
黑热病,2,0
包虫病,53,0
丝虫病,0,0
其它感染性腹泻病,4293,0
手足口病,8992,0
