0,1,2
甲乙丙类总计,25831,216
甲乙类传染病合计,15456,214
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,815,196
病毒性肝炎*,5141,2
甲型肝炎,198,0
乙型肝炎,3855,2
丙型肝炎,940,0
丁型肝炎,1,0
戊型肝炎,74,0
未分型肝炎,73,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,42,0
流行性出血热,9,0
狂犬病,1,1
流行性乙型脑炎,13,2
登革热,2,0
炭疽,11,0
细菌性和阿米巴性痢疾,678,0
肺结核,5911,10
伤寒和副伤寒,56,0
流行性脑脊髓膜炎,1,0
百日咳,30,0
白喉,0,0
新生儿破伤风,2,0
猩红热,87,0
布鲁氏菌病,12,0
淋病,281,0
梅毒,2321,2
钩端螺旋体病,18,0
血吸虫病,0,0
疟疾,25,1
人感染h7n9禽流感,0,0
丙类传染病合计,10375,2
流行性感冒,259,0
流行性腮腺炎,808,0
风疹,7,0
急性出血性结膜炎,69,0
麻风病,3,0
斑疹伤寒,13,0
黑热病,1,0
包虫病,164,0
丝虫病,0,0
其他感染性腹泻病,2573,0
手足口病,6478,2
