0,1,2
甲乙丙类总计,23910,247
甲乙类传染病合计,18078,245
鼠疫,0,0
霍乱,0,0
传染性非典型肺炎,0,0
艾滋病,871,233
病毒性肝炎*,6365,2
甲型肝炎,142,0
乙型肝炎,5006,2
丙型肝炎,1034,0
丁型肝炎,2,0
戊型肝炎,139,0
未分型肝炎,42,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,13,0
流行性出血热,38,0
狂犬病,1,1
流行性乙型脑炎,0,0
登革热,0,0
炭疽,6,0
细菌性和阿米巴性痢疾,332,1
肺结核,7036,7
伤寒和副伤寒,26,0
流行性脑脊髓膜炎,0,0
百日咳,110,0
白喉,0,0
新生儿破伤风,0,0
猩红热,93,0
布鲁氏菌病,3,0
淋病,260,0
梅毒,2901,1
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,23,0
人感染H7N9禽流感,0,0
丙类传染病合计,5832,2
流行性感冒,866,2
流行性腮腺炎,803,0
风疹,4,0
急性出血性结膜炎,53,0
麻风病,8,0
斑疹伤寒,4,0
黑热病,3,0
包虫病,80,0
丝虫病,0,0
其他感染性腹泻病,2948,0
手足口病,1063,0
