0,1,2
病名,发病数,死亡数**
甲乙丙类总计,24324,214
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,16456,214
传染性非典型肺炎,0,0
艾滋病,883,204
病毒性肝炎*,5550,2
甲型肝炎,142,0
乙型肝炎,4254,1
丙型肝炎,967,1
丁型肝炎,1,0
戊型肝炎,139,0
未分型肝炎,47,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,8,0
流行性出血热,47,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,0,0
炭疽,8,0
细菌性和阿米巴性痢疾,470,0
肺结核,6316,8
伤寒和副伤寒,21,0
流行性脑脊髓膜炎,1,0
百日咳,140,0
白喉,0,0
新生儿破伤风,0,0
猩红热,173,0
布鲁氏菌病,7,0
淋病,236,0
梅毒,2579,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,17,0
人感染H7N9禽流感,0,0
丙类传染病合计,7868,
流行性感冒,251,0
流行性腮腺炎,1410,0
风疹,4,0
急性出血性结膜炎,67,0
麻风病,9,0
斑疹伤寒,5,0
黑热病,1,0
包虫病,80,0
丝虫病,0,0
其他感染性腹泻病,2376,0
手足口病,3665,0
