0,1,2
甲乙丙类总计,126043,372
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,23668,371
传染性非典型肺炎,0,0
艾滋病,1252,337
病毒性肝炎*,10037,8
甲型肝炎,105,0
乙型肝炎,7852,2
丙型肝炎,1894,6
丁型肝炎,3,0
戊型肝炎,162,0
未分型肝炎,21,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,8,0
流行性出血热,26,0
狂犬病,1,1
流行性乙型脑炎,0,0
登革热,0,0
炭疽,4,0
细菌性和阿米巴性痢疾,224,0
肺结核,5181,24
伤寒和副伤寒,21,0
流行性脑脊髓膜炎,1,0
百日咳,57,0
白喉,0,0
新生儿破伤风,0,0
猩红热,58,0
布鲁氏菌病,43,0
淋病,268,0
梅毒,4207,1
钩端螺旋体病,1,0
血吸虫病,0,0
疟疾,11,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,2268,0
丙类传染病合计,102375,1
流行性感冒,95660,1
流行性腮腺炎,430,0
风疹,7,0
急性出血性结膜炎,18,0
麻风病,4,0
斑疹伤寒,19,0
黑热病,2,0
包虫病,81,0
丝虫病,0,0
其它感染性腹泻病,4905,0
手足口病,1249,0
