0,1,2
甲乙丙类总计,39083,322
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,18567,322
传染性非典,0,0
艾滋病,1139,307
病毒性肝炎*,7244,3
甲肝,91,0
乙肝,5367,2
丙肝,1625,1
丁肝,2,0
戊肝,124,0
肝炎（未分型）,35,0
"脊
灰",0,0
人感染高致病性禽流感,0,0
"麻
疹",4,0
"出
血热",30,0
"狂
犬病",0,0
乙脑,0,0
登革热,1,0
"炭
疽",4,0
细菌和阿米巴痢疾,498,0
肺结核,5285,12
伤寒+副伤寒,21,0
"流
脑",0,0
"百
日咳",140,0
"白
喉",0,0
新生儿破伤风,0,0
"猩
红热",352,0
"布
病",30,0
"淋
病",342,0
"梅
毒",3401,0
"钩
体病",0,0
血吸虫病,1,0
疟疾,8,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎***,67,0
丙类传染病合计,20516,0
流行性感冒,996,0
流行性腮腺炎,855,0
风疹,8,0
急性出血性结膜炎,55,0
麻风病,5,0
斑疹伤寒,9,0
黑热病,0,0
包虫病,27,0
丝虫病,0,0
其它感染性腹泻病,4684,0
手足口病,13877,0
