0,1,2
甲乙丙类总计,77135,392
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,20804,391
传染性非典型肺炎,0,0
艾滋病,945,358
病毒性肝炎*,9244,4
甲型肝炎,62,0
乙型肝炎,7207,3
丙型肝炎,1844,1
丁型肝炎,2,0
戊型肝炎,108,0
未分型肝炎,21,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,6,0
流行性出血热,13,0
狂犬病,2,1
流行性乙型脑炎,1,0
登革热,0,0
炭疽,6,0
细菌性和阿米巴性痢疾,329,0
肺结核,5056,28
伤寒和副伤寒,29,0
流行性脑脊髓膜炎,0,0
百日咳,437,0
白喉,0,0
新生儿破伤风,0,0
猩红热,107,0
布鲁氏菌病,30,0
淋病,308,0
梅毒,3999,0
钩端螺旋体病,1,0
血吸虫病,0,0
疟疾,8,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎***,283,0
丙类传染病合计,56331,1
流行性感冒,45354,1
流行性腮腺炎,660,0
风疹,4,0
急性出血性结膜炎,39,0
麻风病,4,0
斑疹伤寒,12,0
黑热病,2,0
包虫病,63,0
丝虫病,0,0
其它感染性腹泻病,5653,0
手足口病,4540,0
