0,1,2
甲乙丙类总计,35028,329
甲类传染病合计,0,0
"鼠
疫",0,0
"霍
乱",0,0
乙类传染病合计,18426,329
传染性非典,0,0
艾滋病,949,313
病毒性肝炎*,7898,4
甲肝,97,0
乙肝,6022,3
丙肝,1609,1
丁肝,2,0
戊肝,114,0
肝炎（未分型）,54,0
"脊
灰",0,0
人感染高致病性禽流感,0,0
"麻
疹",8,0
"出
血热",17,0
"狂
犬病",1,0
乙脑,5,0
登革热,0,0
"炭
疽",2,0
细菌和阿米巴痢疾,334,0
肺结核,5138,9
伤寒+副伤寒,78,0
"流
脑",0,0
"百
日咳",207,0
"白
喉",0,0
新生儿破伤风,0,0
"猩
红热",79,0
"布
病",12,0
"淋
病",356,0
"梅
毒",3300,1
"钩
体病",22,2
血吸虫病,0,0
疟疾,3,0
人感染H7N9禽流感,0,0
新型冠状病毒感染的肺炎***,17,0
丙类传染病合计,16602,0
流行性感冒,7035,0
流行性腮腺炎,989,0
风疹,3,0
急性出血性结膜炎,33,0
麻风病,5,0
斑疹伤寒,27,0
黑热病,1,0
包虫病,63,0
丝虫病,0,0
其它感染性腹泻病,4436,0
手足口病,4010,0
