0,1,2
病名,发病数,死亡数**
甲乙丙类总计,43260,422
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,18525,422
传染性非典型肺炎,0,0
艾滋病,1567,404
病毒性肝炎*,5817,4
甲型肝炎,176,0
乙型肝炎,4287,3
丙型肝炎,1160,1
丁型肝炎,2,0
戊型肝炎,153,0
未分型肝炎,39,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,26,0
流行性出血热,11,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,24,0
炭疽,8,0
细菌性和阿米巴性痢疾,652,0
肺结核,6221,14
伤寒和副伤寒,30,0
流行性脑脊髓膜炎,1,0
百日咳,292,0
白喉,0,0
新生儿破伤风,0,0
猩红热,206,0
布鲁氏菌病,22,0
淋病,271,0
梅毒,3359,0
钩端螺旋体病,0,0
血吸虫病,0,0
疟疾,18,0
人感染H7N9禽流感,0,0
丙类传染病合计,24735,0
流行性感冒,2819,0
流行性腮腺炎,1971,0
风疹,697,0
急性出血性结膜炎,82,0
麻风病,7,0
斑疹伤寒,10,0
黑热病,1,0
包虫病,40,0
丝虫病,0,0
其它感染性腹泻病,2885,0
手足口病,16223,0
