0,1,2
病名,发病数,死亡数**
甲乙丙类总计,36397,366
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,19801,366
传染性非典型肺炎,0,0
艾滋病,1776,348
病毒性肝炎*,6339,4
甲型肝炎,228,0
乙型肝炎,4626,2
丙型肝炎,1301,2
丁型肝炎,0,0
戊型肝炎,140,0
未分型肝炎,44,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,12,0
流行性出血热,7,0
狂犬病,3,2
流行性乙型脑炎,25,0
登革热,68,0
炭疽,6,0
细菌性和阿米巴性痢疾,622,0
肺结核,6313,11
伤寒和副伤寒,29,0
流行性脑脊髓膜炎,0,0
百日咳,325,0
白喉,0,0
新生儿破伤风,2,0
猩红热,165,0
布鲁氏菌病,22,0
淋病,279,0
梅毒,3786,1
钩端螺旋体病,1,0
血吸虫病***,1,0
疟疾,20,0
人感染H7N9禽流感,0,0
丙类传染病合计,16596,0
流行性感冒,896,0
流行性腮腺炎,1760,0
风疹,170,0
急性出血性结膜炎,67,0
麻风病,3,0
斑疹伤寒,2,0
黑热病,2,0
包虫病,65,0
丝虫病,0,0
其它感染性腹泻病,4023,0
手足口病,9608,0
