0,1,2
甲乙丙类总计,183690,380
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,162865,378
传染性非典型肺炎,0,0
艾滋病,1275,337
病毒性肝炎*,10233,22
甲型肝炎,86,0
乙型肝炎,8117,3
丙型肝炎,1824,19
丁型肝炎,2,0
戊型肝炎,175,0
未分型肝炎,29,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,4,0
流行性出血热,39,0
狂犬病,0,0
流行性乙型脑炎,0,0
登革热,1,0
炭疽,13,0
细菌性和阿米巴性痢疾,291,0
肺结核,4945,17
伤寒和副伤寒,21,0
流行性脑脊髓膜炎,0,0
百日咳,75,0
白喉,0,0
新生儿破伤风,0,0
猩红热,113,0
布鲁氏菌病,70,0
淋病,327,0
梅毒,4411,2
钩端螺旋体病,0,0
血吸虫病,1,0
疟疾,16,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,141030,0
丙类传染病合计,20825,2
流行性感冒,10360,1
流行性腮腺炎,611,0
风疹,5,0
急性出血性结膜炎,26,0
麻风病,3,0
斑疹伤寒,12,0
黑热病,4,0
包虫病,66,0
丝虫病,0,0
其它感染性腹泻病,6225,1
手足口病,3513,0
