0,1,2
病名,发病数,死亡数**
甲乙丙类总计,29804,349
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,19346,349
传染性非典型肺炎,0,0
艾滋病,1701,337
病毒性肝炎*,6314,1
甲型肝炎,166,0
乙型肝炎,4527,1
丙型肝炎,1443,0
丁型肝炎,1,0
戊型肝炎,143,0
未分型肝炎,34,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,9,0
流行性出血热,5,0
狂犬病,3,2
流行性乙型脑炎,46,0
登革热,48,0
炭疽,14,0
细菌性和阿米巴性痢疾,607,0
肺结核,6034,9
伤寒和副伤寒,46,0
流行性脑脊髓膜炎,0,0
百日咳,327,0
白喉,0,0
新生儿破伤风,0,0
猩红热,74,0
布鲁氏菌病,14,0
淋病,259,0
梅毒,3826,0
钩端螺旋体病,0,0
血吸虫病,2,0
疟疾,17,0
人感染H7N9禽流感,0,0
丙类传染病合计,10458,0
流行性感冒,1188,0
流行性腮腺炎,1047,0
风疹,62,0
急性出血性结膜炎,65,0
麻风病,13,0
斑疹伤寒,14,0
黑热病,1,0
包虫病,54,0
丝虫病,0,0
其它感染性腹泻病,3886,0
手足口病,4128,0
