0,1,2
病名,发病数,死亡数**
甲乙丙类总计,32395,368
甲类传染病合计,0,0
鼠疫,0,0
霍乱,0,0
乙类传染病合计,18240,366
传染性非典型肺炎,0,0
艾滋病,1780,349
病毒性肝炎*,5840,4
甲型肝炎,207,0
乙型肝炎,4179,1
丙型肝炎,1250,2
丁型肝炎,2,0
戊型肝炎,163,1
未分型肝炎,39,0
脊髓灰质炎,0,0
人感染高致病性禽流感,0,0
麻疹,8,0
流行性出血热,5,0
狂犬病,3,3
流行性乙型脑炎,8,1
登革热,54,0
炭疽,7,0
细菌性和阿米巴性痢疾,511,0
肺结核,5635,8
伤寒和副伤寒,57,0
流行性脑脊髓膜炎,0,0
百日咳,184,0
白喉,0,0
新生儿破伤风,0,0
猩红热,98,0
布鲁氏菌病,8,0
淋病,260,0
梅毒,3741,1
钩端螺旋体病,16,0
血吸虫病,3,0
疟疾,22,0
人感染H7N9禽流感,0,0
丙类传染病合计,14155,2
流行性感冒,4822,0
流行性腮腺炎,1141,0
风疹,21,0
急性出血性结膜炎,85,0
麻风病,6,0
斑疹伤寒,16,0
黑热病,2,0
包虫病,45,0
丝虫病,0,0
其它感染性腹泻病,3359,1
手足口病,4658,1
