0,1,2
病名,发病数,死亡数
甲乙丙类总计,33650,146
甲乙类传染病合计,16164,146
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,177,133
病毒性肝炎,8367,0
甲型肝炎,27,0
乙型肝炎,6121,0
丙型肝炎,2180,0
丁型肝炎,3,0
戊型肝炎,32,0
肝炎未分型,4,0
脊灰,0,0
人禽流感,0,0
麻疹,2,0
出血热,9,0
狂犬病,6,5
乙脑,3,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,918,0
肺结核,4149,8
伤寒和副伤寒,33,0
流脑,0,0
百日咳,0,0
白喉,0,0
新生儿破伤风,0,0
猩红热,44,0
布病,368,0
淋病,329,0
梅毒,1757,0
钩体病,0,0
血吸虫病,0,0
疟疾,2,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,0,0
丙类传染病合计,17486,0
流行性感冒,1194,0
流行性腮腺炎,605,0
风疹,1,0
急性出血性结膜炎,281,0
麻风病,1,0
斑疹伤寒,2,0
黑热病,1,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,6833,0
手足口病,8566,0
