0,1,2
病名,发病数,死亡数
甲乙丙类总计,20746,147
甲乙类传染病合计,13583,147
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,230,130
病毒性肝炎,6995,4
甲型肝炎,18,0
乙型肝炎,5179,3
丙型肝炎,1760,1
丁型肝炎,0,0
戊型肝炎,35,0
肝炎未分型,3,0
脊灰,0,0
人禽流感,0,0
麻疹,2,0
出血热,8,0
狂犬病,1,0
乙脑,13,0
登革热,0,0
炭疽,5,0
细菌性和阿米巴性痢疾,583,0
肺结核,3544,13
伤寒和副伤寒,14,0
流脑,0,0
百日咳,17,0
白喉,0,0
新生儿破伤风,0,0
猩红热,17,0
布病,337,0
淋病,290,0
梅毒,1511,0
钩体病,2,0
血吸虫病,0,0
疟疾,2,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,12,0
丙类传染病合计,7163,0
流行性感冒,954,0
流行性腮腺炎,552,0
风疹,1,0
急性出血性结膜炎,280,0
麻风病,0,0
斑疹伤寒,3,0
黑热病,1,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,4878,0
手足口病,493,0
