0,1,2
病名,发病数,死亡数
甲乙丙类总计,31149,148
甲乙类传染病合计,27071,148
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,71,109
病毒性肝炎,5827,1
甲型肝炎,9,0
乙型肝炎,4429,0
丙型肝炎,1353,1
丁型肝炎,0,0
戊型肝炎,35,0
肝炎未分型,1,0
脊灰,0,0
人禽流感,0,0
麻疹,0,0
出血热,5,1
狂犬病,1,1
乙脑,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,235,0
肺结核,3595,16
伤寒和副伤寒,4,0
流脑,1,0
百日咳,26,0
白喉,0,0
新生儿破伤风,1,0
猩红热,2,0
布病,166,0
淋病,108,0
梅毒,928,0
钩体病,0,0
血吸虫病,0,0
疟疾,24,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,16077,20
丙类传染病合计,4078,0
流行性感冒,1322,0
流行性腮腺炎,134,0
风疹,2,0
急性出血性结膜炎,107,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,3,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2473,0
手足口病,37,0
