0,1,2
病名,发病数,死亡数
甲乙丙类总计,25491,139
甲乙类传染病合计,17458,139
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,181,131
病毒性肝炎,9489,1
甲型肝炎,18,0
乙型肝炎,7134,1
丙型肝炎,2247,0
丁型肝炎,2,0
戊型肝炎,58,0
肝炎未分型,30,0
脊灰,0,0
人禽流感,0,0
麻疹,26,0
出血热,6,0
狂犬病,4,3
乙脑,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,528,0
肺结核,5571,4
伤寒和副伤寒,10,0
流脑,2,0
百日咳,6,0
白喉,0,0
新生儿破伤风,0,0
猩红热,72,0
布病,168,0
淋病,226,0
梅毒,1153,0
钩体病,0,0
血吸虫病,0,0
疟疾,10,0
人感染H7N9禽流感,6,0
丙类传染病合计,8033,0
流行性感冒,2118,0
流行性腮腺炎,1322,0
风疹,4,0
急性出血性结膜炎,162,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,3196,0
手足口病,1231,0
