0,1,2
病名,发病数,死亡数
甲乙丙类总计,35607,214
甲乙类传染病合计,16358,213
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,350,203
病毒性肝炎,8653,2
甲型肝炎,14,0
乙型肝炎,6483,2
丙型肝炎,2083,0
丁型肝炎,0,0
戊型肝炎,63,0
肝炎未分型,10,0
脊灰,0,0
人禽流感,0,0
麻疹,4,0
出血热,48,1
狂犬病,2,1
乙脑,0,0
登革热,2,0
炭疽,0,0
细菌性和阿米巴性痢疾,342,0
肺结核,4475,6
伤寒和副伤寒,8,0
流脑,2,0
百日咳,22,0
白喉,0,0
新生儿破伤风,1,0
猩红热,486,0
布病,104,0
淋病,272,0
梅毒,1572,0
钩体病,0,0
血吸虫病,0,0
疟疾,15,0
人感染H7N9禽流感,0,0
丙类传染病合计,19249,1
流行性感冒,5018,0
流行性腮腺炎,2039,0
风疹,1,0
急性出血性结膜炎,166,0
麻风病,1,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,8690,1
手足口病,3331,0
