0,1,2
病名,发病数,死亡数
甲乙丙类总计,27060,175
甲乙类传染病合计,16915,175
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,417,164
病毒性肝炎,8153,4
甲型肝炎,16,0
乙型肝炎,6018,4
丙型肝炎,2090,0
丁型肝炎,2,0
戊型肝炎,24,0
肝炎未分型,3,0
脊灰,0,0
人禽流感,0,0
麻疹,3,0
出血热,18,0
狂犬病,3,2
乙脑,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,1215,0
肺结核,4818,5
伤寒和副伤寒,17,0
流脑,0,0
百日咳,1,0
白喉,0,0
新生儿破伤风,0,0
猩红热,18,0
布病,389,0
淋病,284,0
梅毒,1576,0
钩体病,0,0
血吸虫病,0,0
疟疾,3,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,0,0
丙类传染病合计,10145,0
流行性感冒,1315,0
流行性腮腺炎,819,0
风疹,0,0
急性出血性结膜炎,289,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,7563,0
手足口病,157,0
