0,1,2
病名,发病数,死亡数
甲乙丙类总计,49366,131
甲乙类传染病合计,17501,121
鼠 疫,-,-
霍 乱,-,-
传染性非典,-,-
艾滋病,327,108
病毒性肝炎,7850,4
甲型肝炎,17,-
乙型肝炎,5534,3
丙型肝炎,2234,1
丁型肝炎,3,-
戊型肝炎,47,-
肝炎未分型,15,-
脊 灰,-,-
人禽流感,-,-
麻 疹,150,-
出 血 热,21,-
狂 犬 病,11,6
乙脑,-,-
登革热,-,-
炭 疽,-,-
细菌性和阿米巴性痢疾,1345,-
肺结核,5494,3
伤寒和副伤寒,12,-
流 脑,-,-
百 日 咳,9,-
白 喉,-,-
新生儿破伤风,2,-
猩 红 热,135,-
布 病,552,-
淋 病,245,-
梅 毒,1331,-
钩 体 病,-,-
血吸虫病,-,-
疟疾,16,-
人感染H7N9禽流感,1,-
丙类传染病合计,31865,10
流行性感冒,1372,-
流行性腮腺炎,1648,-
风疹,36,-
急性出血性结膜炎,254,-
麻风病,-,-
斑疹伤寒,-,-
黑热病,-,-
包虫病,1,-
丝虫病,-,-
其它感染性腹泻病,4769,-
手足口病,23785,10
