0,1,2
病名,发病数,死亡数
甲乙丙类总计,33712,106
甲乙类传染病合计,17604,104
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,206,86
病毒性肝炎,9183,5
甲型肝炎,24,0
乙型肝炎,6659,4
丙型肝炎,2443,1
丁型肝炎,0,0
戊型肝炎,44,0
肝炎未分型,13,0
脊灰,0,0
人禽流感,0,0
麻疹,3,0
出血热,18,0
狂犬病,5,3
乙脑,2,0
登革热,94,0
炭疽,1,0
细菌性和阿米巴性痢疾,1056,0
肺结核,4543,9
伤寒和副伤寒,14,0
流脑,0,0
百日咳,92,0
白喉,0,0
新生儿破伤风,0,0
猩红热,87,0
布病,273,0
淋病,354,0
梅毒,1652,1
钩体病,0,0
血吸虫病,0,0
疟疾,21,0
人感染H7N9禽流感,0,0
丙类传染病合计,16108,2
流行性感冒,1674,0
流行性腮腺炎,1224,0
风疹,10,0
急性出血性结膜炎,258,0
麻风病,0,0
斑疹伤寒,2,0
黑热病,1,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,7985,2
手足口病,4953,0
