0,1,2
病名,发病数,死亡数
甲乙丙类总计,30802,168
甲乙类传染病合计,14593,167
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,369,156
病毒性肝炎,7762,3
甲型肝炎,16,0
乙型肝炎,5612,3
丙型肝炎,2106,0
丁型肝炎,0,0
戊型肝炎,23,0
肝炎未分型,5,0
脊灰,0,0
人禽流感,0,0
麻疹,1,0
出血热,49,0
狂犬病,2,2
乙脑,3,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,386,0
肺结核,3627,5
伤寒和副伤寒,8,0
流脑,2,0
百日咳,10,0
白喉,0,0
新生儿破伤风,1,0
猩红热,70,0
布病,219,0
淋病,349,0
梅毒,1727,1
钩体病,0,0
血吸虫病,0,0
疟疾,3,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,5,0
丙类传染病合计,16209,1
流行性感冒,2051,0
流行性腮腺炎,662,0
风疹,0,0
急性出血性结膜炎,169,0
麻风病,1,0
斑疹伤寒,4,0
黑热病,2,1
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,4534,0
手足口病,8785,0
