0,1,2
病名,发病数,死亡数
甲乙丙类总计,35647,147
甲乙类传染病合计,16918,146
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,431,129
病毒性肝炎,8361,3
甲型肝炎,19,0
乙型肝炎,6115,2
丙型肝炎,2157,1
丁型肝炎,2,0
戊型肝炎,56,0
肝炎未分型,12,0
脊 灰,0,0
人禽流感,0,0
麻 疹,43,0
出 血 热,146,6
狂 犬 病,5,5
乙脑,0,0
登革热,4,0
炭 疽,0,0
细菌性和阿米巴性痢疾,459,0
肺结核,5226,3
伤寒和副伤寒,8,0
流 脑,1,0
百 日 咳,2,0
白 喉,0,0
新生儿破伤风,0,0
猩 红 热,398,0
布 病,119,0
淋 病,278,0
梅 毒,1421,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,16,0
人感染H7N9禽流感,0,0
丙类传染病合计,18729,1
流行性感冒,2926,1
流行性腮腺炎,2440,0
风疹,1,0
急性出血性结膜炎,182,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,1,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,9116,0
手足口病,4062,0
