0,1,2
病名,发病数,死亡数
甲乙丙类总计,38811,91
甲乙类传染病合计,21851,86
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,374,76
病毒性肝炎,9864,4
甲型肝炎,76,0
乙型肝炎,6476,2
丙型肝炎,3216,2
戊型肝炎,37,0
肝炎未分型,59,0
脊 灰,0,0
人禽流感,0,0
甲型H1N1流感,1,0
麻 疹,59,0
出 血 热,15,0
狂 犬 病,4,2
乙脑,1,0
登革热,0,0
炭 疽,0,0
细菌性和阿米巴性痢疾,2209,0
肺结核,6411,4
伤寒和副伤寒,14,0
流 脑,0,0
百 日 咳,4,0
白 喉,0,0
新生儿破伤风,3,0
猩 红 热,79,0
布 病,406,0
淋 病,223,0
梅 毒,2159,0
钩 体 病,0,0
血吸虫病,1,0
疟疾,24,0
丙类传染病合计,16960,5
流行性感冒,684,0
流行性腮腺炎,2158,0
风疹,48,0
急性出血性结膜炎,175,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,4869,2
手足口病,9025,3
