0,1,2
病名,发病数,死亡数
甲乙丙类总计,40738,103
甲乙类传染病合计,19011,103
鼠 疫,-,-
霍 乱,-,-
传染性非典,-,-
艾滋病,241,88
肝 炎,9211,4
甲肝,30,-
乙肝,6397,2
丙肝,2657,2
丁肝,-,-
戊肝,85,-
肝炎（未分型）,42,-
脊 灰,-,-
人感染高致病性禽流感,-,-
麻 疹,199,1
出 血 热,7,-
狂 犬 病,4,4
乙脑,-,-
登革热,2,-
炭 疽,-,-
痢 疾,833,-
肺结核,6105,5
伤寒+副伤寒,9,-
流 脑,1,-
百 日 咳,5,-
白 喉,-,-
新生儿破伤风,-,-
猩 红 热,166,-
布 病,576,-
淋 病,221,-
梅 毒,1411,1
钩 体 病,-,-
血吸虫病,-,-
疟疾,20,-
人感染H7N9禽流感,-,-
丙类传染病合计,21727,-
流行性感冒,1935,-
流行性腮腺炎,1184,-
风疹,106,-
急性出血性结膜炎,251,-
麻风病,1,-
斑疹伤寒,-,-
黑热病,-,-
包虫病,-,-
丝虫病,-,-
其它感染性腹泻病,3544,-
手足口病,14706,-
