0,1,2
病名,发病数,死亡数
甲乙丙类总计,30110,160
甲乙类传染病合计,18511,157
鼠 疫,-,-
霍 乱,-,-
传染性非典,-,-
艾滋病,220,133
肝 炎,8229,8
甲肝,38,-
乙肝,5751,7
丙肝,2353,1
戊肝,50,-
肝炎（未分型）,37,-
脊 灰,-,-
人感染高致病性禽流感,-,-
麻 疹,101,-
出 血 热,6,-
狂 犬 病,12,7
乙脑,25,-
登革热,-,-
炭 疽,-,-
痢 疾,1800,-
肺结核,5707,8
伤寒+副伤寒,45,-
流 脑,-,-
百 日 咳,20,-
白 喉,-,-
新生儿破伤风,1,-
猩 红 热,81,-
布 病,555,-
淋 病,224,-
梅 毒,1469,1
钩 体 病,-,-
血吸虫病,-,-
疟疾,16,-
人感染H7N9禽流感,-,-
丙类传染病合计,11599,3
流行性感冒,1295,-
流行性腮腺炎,1383,-
风疹,4,-
急性出血性结膜炎,199,-
麻风病,-,-
斑疹伤寒,1,-
黑热病,-,-
包虫病,-,-
丝虫病,-,-
其它感染性腹泻病,5309,1
手足口病,3408,2
