0,1,2
病名,发病数,死亡数
甲乙丙类总计,34534,152
甲乙类传染病合计,16356,151
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,406,127
病毒性肝炎,7998,7
甲型肝炎,22,0
乙型肝炎,5813,6
丙型肝炎,2093,1
丁型肝炎,1,0
戊型肝炎,47,0
肝炎未分型,22,0
脊灰,0,0
人禽流感,0,0
麻疹,7,0
出血热,31,0
狂犬病,6,9
乙脑,0,3
登革热,1,0
炭疽,0,0
细菌性和阿米巴性痢疾,606,1
肺结核,5557,3
伤寒和副伤寒,12,0
流脑,1,0
百日咳,12,0
白喉,0,0
新生儿破伤风,0,1
猩红热,124,0
布病,157,0
淋病,278,0
梅毒,1133,0
钩体病,0,0
血吸虫病,0,0
疟疾,27,0
人感染H7N9禽流感,0,0
丙类传染病合计,18178,1
流行性感冒,2451,0
流行性腮腺炎,1987,0
风疹,11,0
急性出血性结膜炎,145,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,9907,1
手足口病,3675,0
