0,1,2
病名,发病数,死亡数
甲乙丙类总计,30703,125
甲乙类传染病合计,16015,125
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,343,107
肝 炎,7566,2
甲肝,37,0
乙肝,5327,1
丙肝,2129,1
戊肝,43,0
肝炎（未分型）,30,0
脊 灰,0,0
人感染高致病性禽流感,0,0
麻 疹,27,0
出 血 热,45,1
狂 犬 病,9,8
乙脑,0,0
登革热,0,0
炭 疽,0,0
痢 疾,906,0
肺结核,5230,6
伤寒+副伤寒,31,0
流 脑,2,1
百 日 咳,1,0
白 喉,0,0
新生儿破伤风,0,0
猩 红 热,179,0
布 病,253,0
淋 病,224,0
梅 毒,1189,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,10,0
人感染H7N9禽流感,0,0
丙类传染病合计,14688,0
流行性感冒,1737,0
流行性腮腺炎,1153,0
风疹,3,0
急性出血性结膜炎,141,0
麻风病,1,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,8355,0
手足口病,3297,0
