0,1,2
病名,发病数,死亡数
甲乙丙类总计,46061,129
甲乙类传染病合计,17574,129
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,306,113
病毒性肝炎,8451,9
甲型肝炎,29,0
乙型肝炎,6113,7
丙型肝炎,2259,2
丁型肝炎,2,0
戊型肝炎,40,0
肝炎未分型,8,0
脊灰,0,0
人禽流感,0,0
麻疹,13,0
出血热,21,0
狂犬病,2,3
乙脑,0,0
登革热,31,0
炭疽,0,0
细菌性和阿米巴性痢疾,1168,0
肺结核,5067,4
伤寒和副伤寒,9,0
流脑,0,0
百日咳,52,0
白喉,0,0
新生儿破伤风,0,0
猩红热,290,0
布病,279,0
淋病,303,0
梅毒,1565,0
钩体病,0,0
血吸虫病,0,0
疟疾,17,0
人感染H7N9禽流感,0,0
丙类传染病合计,28487,0
流行性感冒,3837,0
流行性腮腺炎,1758,0
风疹,91,0
急性出血性结膜炎,287,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,3,0
丝虫病,0,0
其它感染性腹泻病,8744,0
手足口病,13767,0
