0,1,2
病名,发病数,死亡数
甲乙丙类总计,33805,135
甲乙类传染病合计,18277,132
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,252,115
病毒性肝炎,9021,3
甲型肝炎,34,0
乙型肝炎,6712,2
丙型肝炎,2192,1
丁型肝炎,1,0
戊型肝炎,56,0
肝炎未分型,26,0
脊 灰,0,0
人禽流感,0,0
麻 疹,29,0
出 血 热,7,0
狂 犬 病,5,6
乙脑,38,1
登革热,1,0
炭 疽,0,0
细菌性和阿米巴性痢疾,1388,0
肺结核,5383,7
伤寒和副伤寒,20,0
流 脑,0,0
百 日 咳,29,0
白 喉,0,0
新生儿破伤风,0,0
猩 红 热,93,0
布 病,233,0
淋 病,329,0
梅 毒,1430,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,19,0
人感染H7N9禽流感,0,0
丙类传染病合计,15528,3
流行性感冒,1122,0
流行性腮腺炎,2208,0
风疹,0,0
急性出血性结膜炎,324,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,7157,0
手足口病,4716,3
