0,1,2
病名,发病数,死亡数
甲乙丙类总计,44249,133
甲乙类传染病合计,19697,131
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,273,119
病毒性肝炎,9061,2
甲型肝炎,34,0
乙型肝炎,6193,2
丙型肝炎,2726,0
戊型肝炎,58,0
肝炎未分型,50,0
脊 灰,0,0
人禽流感,0,0
麻 疹,467,1
出 血 热,11,0
狂 犬 病,3,3
乙脑,0,0
登革热,0,0
炭 疽,0,0
细菌性和阿米巴性痢疾,908,0
肺结核,6394,6
伤寒和副伤寒,7,0
流 脑,2,0
百 日 咳,15,0
白 喉,0,0
新生儿破伤风,0,0
猩 红 热,205,0
布 病,749,0
淋 病,198,0
梅 毒,1390,0
钩 体 病,0,0
血吸虫病,0,0
疟疾,14,0
人感染H7N9禽流感,0,0
丙类传染病合计,24552,2
流行性感冒,1486,0
流行性腮腺炎,1649,0
风疹,29,0
急性出血性结膜炎,231,0
麻风病,2,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,2832,2
手足口病,18321,0
