0,1,2
病名,发病数,死亡数
甲乙丙类总计,31954,106
甲乙类传染病合计,17124,106
鼠 疫,0,0
霍 乱,0,0
传染性非典,0,0
艾滋病,339,92
病毒性肝炎,7946,3
甲型肝炎,63,0
乙型肝炎,5486,1
丙型肝炎,2290,2
戊型肝炎,50,0
肝炎未分型,57,0
脊 灰,0,0
人禽流感,0,0
麻 疹,75,0
出 血 热,32,1
狂 犬 病,6,6
乙脑,0,0
登革热,1,0
炭 疽,0,0
细菌性和阿米巴性痢疾,831,0
肺结核,5865,3
伤寒和副伤寒,26,0
流 脑,0,0
百 日 咳,4,0
白 喉,0,0
新生儿破伤风,2,0
猩 红 热,145,0
布 病,250,0
淋 病,250,0
梅 毒,1335,1
钩 体 病,0,0
血吸虫病,0,0
疟疾,17,0
人感染H7N9禽流感,0,0
丙类传染病合计,14830,0
流行性感冒,1471,0
流行性腮腺炎,950,0
风疹,4,0
急性出血性结膜炎,97,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,8975,0
手足口病,3333,0
