0,1,2
病名,发病数,死亡数
甲乙丙类总计,28193,127
甲乙类传染病合计,16636,126
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,263,112
病毒性肝炎,8683,2
甲型肝炎,14,0
乙型肝炎,6425,0
丙型肝炎,2185,2
丁型肝炎,1,0
戊型肝炎,47,0
肝炎未分型,11,0
脊灰,0,0
人禽流感,0,0
麻疹,1,0
出血热,48,0
狂犬病,7,4
乙脑,0,3
登革热,4,0
炭疽,0,0
细菌性和阿米巴性痢疾,779,0
肺结核,4647,4
伤寒和副伤寒,30,0
流脑,2,0
百日咳,19,0
白喉,0,0
新生儿破伤风,0,0
猩红热,180,0
布病,110,0
淋病,252,0
梅毒,1594,1
钩体病,0,0
血吸虫病,0,0
疟疾,17,0
人感染H7N9禽流感,0,0
丙类传染病合计,11557,1
流行性感冒,1524,0
流行性腮腺炎,1277,0
风疹,0,0
急性出血性结膜炎,206,0
麻风病,1,0
斑疹伤寒,1,0
黑热病,1,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,5875,0
手足口病,2670,1
