0,1,2
病名,发病数,死亡数
甲乙丙类总计,14688,85
甲乙类传染病合计,7941,78
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,56,43
病毒性肝炎,3265,4
甲型肝炎,9,0
乙型肝炎,2455,4
丙型肝炎,785,0
丁型肝炎,1,0
戊型肝炎,14,0
肝炎未分型,1,0
脊灰,0,0
人禽流感,0,0
麻疹,3,0
出血热,5,0
狂犬病,1,0
乙脑,0,0
登革热,3,0
炭疽,0,0
细菌性和阿米巴性痢疾,202,0
肺结核,2720,9
伤寒和副伤寒,6,0
流脑,0,0
百日咳,17,0
白喉,0,0
新生儿破伤风,0,0
猩红热,21,0
布病,66,0
淋病,79,0
梅毒,626,2
钩体病,0,0
血吸虫病,0,0
疟疾,14,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,857,20
丙类传染病合计,6747,7
流行性感冒,4406,7
流行性腮腺炎,493,0
风疹,4,0
急性出血性结膜炎,124,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,1607,0
手足口病,112,0
