0,1,2
病名,发病数,死亡数
甲乙丙类总计,49359,200
甲乙类传染病合计,27573,200
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,280,153
病毒性肝炎,9048,4
甲型肝炎,21,0
乙型肝炎,6795,0
丙型肝炎,2181,4
丁型肝炎,0,0
戊型肝炎,47,0
肝炎未分型,4,0
脊灰,0,0
人禽流感,0,0
麻疹,4,0
出血热,5,0
狂犬病,5,1
乙脑,0,0
登革热,1,0
炭疽,0,0
细菌性和阿米巴性痢疾,382,1
肺结核,4164,14
伤寒和副伤寒,5,0
流脑,0,0
百日咳,20,0
白喉,0,0
新生儿破伤风,0,0
猩红热,6,0
布病,428,0
淋病,149,0
梅毒,1399,0
钩体病,0,0
血吸虫病,0,0
疟疾,23,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,11654,27
丙类传染病合计,21786,0
流行性感冒,15737,0
流行性腮腺炎,251,0
风疹,2,0
急性出血性结膜炎,225,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,2,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,5503,0
手足口病,65,0
