0,1,2
病名,发病数,死亡数
甲乙丙类总计,21000,101
甲乙类传染病合计,13791,99
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,173,86
病毒性肝炎,8205,1
甲型肝炎,12,0
乙型肝炎,6279,1
丙型肝炎,1828,0
丁型肝炎,0,0
戊型肝炎,78,0
肝炎未分型,8,0
脊灰,0,0
人禽流感,0,0
麻疹,3,0
出血热,10,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,0,0
细菌性和阿米巴性痢疾,291,0
肺结核,3114,11
伤寒和副伤寒,5,1
流脑,0,0
百日咳,52,0
白喉,0,0
新生儿破伤风,0,0
猩红热,13,0
布病,362,0
淋病,161,0
梅毒,1388,0
钩体病,0,0
血吸虫病,0,0
疟疾,3,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,11,0
丙类传染病合计,7209,2
流行性感冒,2786,1
流行性腮腺炎,255,0
风疹,2,0
急性出血性结膜炎,149,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,3,1
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,3707,0
手足口病,305,0
