0,1,2
病名,发病数,死亡数
甲乙丙类总计,41099,124
甲乙类传染病合计,21254,118
鼠 疫,-,-
霍 乱,-,-
传染性非典,-,-
艾滋病,234,111
病毒性肝炎,10677,1
甲型肝炎,49,-
乙型肝炎,7175,-
丙型肝炎,3317,1
戊型肝炎,72,-
肝炎未分型,64,-
脊 灰,-,-
人禽流感,-,-
麻 疹,127,-
出 血 热,4,-
狂 犬 病,6,4
乙脑,-,-
登革热,1,-
炭 疽,-,-
细菌性和阿米巴性痢疾,813,-
肺结核,6703,2
伤寒和副伤寒,11,-
流 脑,1,-
百 日 咳,3,-
白 喉,-,-
新生儿破伤风,1,-
猩 红 热,56,-
布 病,428,-
淋 病,188,-
梅 毒,1991,-
钩 体 病,-,-
血吸虫病,-,-
疟疾,10,-
人感染H7N9禽流感,-,-
丙类传染病合计,19845,6
流行性感冒,1552,-
流行性腮腺炎,1001,-
风疹,42,-
急性出血性结膜炎,159,-
麻风病,-,-
斑疹伤寒,1,-
黑热病,-,-
包虫病,2,-
丝虫病,-,-
其它感染性腹泻病,2672,-
手足口病,14416,6
